entry_ts,exit_ts,strategy,pair,direction,entry_mode,cap,r
2016-01-20 18:00:00,2016-01-22 02:00:00,stoch,USD_JPY,long,mid,14d,1.0
2016-01-20 18:00:00,2016-01-22 02:00:00,rsi,USD_JPY,long,mid,14d,1.0
2016-01-20 18:00:00,2016-01-21 14:00:00,cci,CHF_JPY,long,mid,14d,-1.0
2016-01-20 22:00:00,2016-01-21 10:00:00,bb,CAD_CHF,short,mid,14d,-1.0
2016-01-20 22:00:00,2016-01-22 14:00:00,cci,USD_JPY,long,mid,14d,1.0
2016-01-21 02:00:00,2016-01-21 10:00:00,stoch,CAD_CHF,short,mid,14d,-1.0
2016-01-21 10:00:00,2016-01-21 14:00:00,bb,CAD_CHF,short,mid,14d,-1.0
2016-01-21 10:00:00,2016-01-21 14:00:00,atr,EUR_NOK,long,limit,5d,-1.0
2016-01-21 10:00:00,2016-01-21 18:00:00,bb,CHF_JPY,long,mid,14d,1.0
2016-01-21 10:00:00,2016-01-21 18:00:00,ema,CHF_JPY,long,mid,14d,1.0
2016-01-21 14:00:00,2016-01-27 14:00:00,cci,USD_JPY,long,mid,14d,1.0
2016-01-21 14:00:00,2016-01-29 02:00:00,cci,CHF_JPY,long,mid,14d,1.0
2016-01-21 14:00:00,2016-01-29 02:00:00,stoch,CHF_JPY,long,mid,14d,1.0
2016-01-21 14:00:00,2016-01-22 10:00:00,stoch,CAD_CHF,short,mid,14d,-1.0
2016-01-21 14:00:00,2016-01-29 02:00:00,rsi,CHF_JPY,long,mid,14d,1.0
2016-01-21 18:00:00,2016-01-22 10:00:00,stoch,EUR_GBP,long,mid,14d,-1.0
2016-01-21 18:00:00,2016-01-22 10:00:00,cci,CAD_CHF,short,mid,14d,-1.0
2016-01-22 02:00:00,2016-01-25 18:00:00,atr,NZD_CHF,short,limit,5d,1.0
2016-01-22 10:00:00,2016-01-26 06:00:00,stoch,CAD_CHF,short,mid,14d,1.0
2016-01-22 10:00:00,2016-01-25 22:00:00,stoch,EUR_GBP,long,mid,14d,1.0
2016-01-22 10:00:00,2016-01-26 06:00:00,bb,CAD_CHF,short,mid,14d,1.0
2016-01-22 14:00:00,2016-01-29 02:00:00,stoch,CHF_JPY,long,mid,14d,1.0
2016-01-22 18:00:00,2016-01-25 14:00:00,cci,USD_CAD,long,mid,14d,1.0
2016-01-22 18:00:00,2016-01-25 14:00:00,cci,CAD_CHF,short,mid,14d,1.0
2016-01-22 18:00:00,2016-01-25 14:00:00,bb,EUR_CAD,long,mid,14d,1.0
2016-01-24 22:00:00,2016-01-25 18:00:00,stoch,CAD_CHF,short,mid,14d,1.0
2016-01-25 02:00:00,2016-01-26 06:00:00,stoch,EUR_GBP,long,mid,14d,1.0
2016-01-25 02:00:00,2016-01-25 18:00:00,atr,NZD_CHF,short,limit,5d,1.0
2016-01-25 14:00:00,2016-01-29 02:00:00,stoch,CHF_JPY,long,mid,14d,1.0
2016-01-25 18:00:00,2016-01-29 02:00:00,atr,USD_JPY,long,limit,5d,1.0
2016-01-26 02:00:00,2016-01-29 02:00:00,stoch,CHF_JPY,long,mid,14d,1.0
2016-01-26 06:00:00,2016-01-29 02:00:00,stoch,USD_JPY,long,mid,14d,1.0
2016-01-26 10:00:00,2016-01-29 02:00:00,cci,CHF_JPY,long,mid,14d,1.0
2016-01-26 10:00:00,2016-01-26 14:00:00,bb,CAD_CHF,short,mid,14d,-1.0
2016-01-26 10:00:00,2016-01-29 14:00:00,sma,EUR_CAD,long,mid,14d,-1.0
2016-01-26 14:00:00,2016-01-27 10:00:00,stoch,CAD_CHF,short,mid,14d,1.0
2016-01-26 14:00:00,2016-01-27 18:00:00,ema,EUR_CAD,long,mid,14d,1.0
2016-01-26 18:00:00,2016-01-29 02:00:00,stoch,CHF_JPY,long,mid,14d,1.0
2016-01-26 18:00:00,2016-01-29 02:00:00,cci,CHF_JPY,long,mid,14d,1.0
2016-01-26 18:00:00,2016-01-29 02:00:00,cci,CAD_CHF,short,mid,14d,-1.0
2016-01-26 18:00:00,2016-01-27 18:00:00,stoch,EUR_GBP,long,mid,14d,1.0
2016-01-27 02:00:00,2016-01-29 14:00:00,sma,EUR_CAD,long,mid,14d,-1.0
2016-01-27 02:00:00,2016-01-29 02:00:00,stoch,CHF_JPY,long,mid,14d,1.0
2016-01-27 02:00:00,2016-01-29 02:00:00,cci,CHF_JPY,long,mid,14d,1.0
2016-01-27 10:00:00,2016-01-29 06:00:00,macd,CAD_CHF,short,limit,5d,-1.0
2016-01-27 14:00:00,2016-01-27 18:00:00,sma,EUR_CAD,long,mid,14d,1.0
2016-01-27 14:00:00,2016-02-03 14:00:00,cci,EUR_USD,short,mid,14d,-1.0
2016-01-27 18:00:00,2016-01-29 02:00:00,stoch,CAD_CHF,short,mid,14d,-1.0
2016-01-28 02:00:00,2016-02-04 02:00:00,macd,EUR_CHF,short,limit,5d,-0.7163957973855646
2016-01-28 02:00:00,2016-02-03 14:00:00,cci,EUR_USD,short,mid,14d,-1.0
2016-01-28 06:00:00,2016-01-29 14:00:00,sma,EUR_CAD,long,mid,14d,-1.0
2016-01-28 14:00:00,2016-02-02 06:00:00,atr,EUR_NOK,long,limit,5d,1.0
2016-01-28 18:00:00,2016-01-29 14:00:00,sma,EUR_CAD,long,mid,14d,-1.0
2016-01-28 18:00:00,2016-01-29 06:00:00,cci,CAD_CHF,short,mid,14d,-1.0
2016-01-28 18:00:00,2016-02-03 18:00:00,ichimoku,USD_SGD,short,limit,5d,1.0
2016-01-28 22:00:00,2016-01-29 14:00:00,cci,EUR_USD,short,mid,14d,1.0
2016-01-28 22:00:00,2016-01-29 02:00:00,atr,USD_JPY,long,limit,5d,1.0
2016-01-29 02:00:00,2016-01-29 14:00:00,bb,CAD_CHF,short,mid,14d,-1.0
2016-01-29 02:00:00,2016-02-03 10:00:00,stoch,USD_JPY,long,mid,14d,-1.0
2016-01-29 02:00:00,2016-02-05 02:00:00,macd,EUR_CHF,short,limit,5d,-0.3181154587891645
2016-01-29 06:00:00,2016-01-31 22:00:00,stoch,CAD_CHF,short,mid,14d,-1.0
2016-01-29 06:00:00,2016-02-03 10:00:00,stoch,EUR_GBP,long,mid,14d,-1.0
2016-01-29 10:00:00,2016-02-02 22:00:00,cci,CAD_CHF,short,mid,14d,1.0
2016-01-29 14:00:00,2016-02-05 10:00:00,stoch,CAD_CHF,short,mid,14d,1.0
2016-01-29 14:00:00,2016-02-02 10:00:00,ema,EUR_CAD,long,mid,14d,1.0
2016-01-29 18:00:00,2016-02-01 14:00:00,bb,CAD_CHF,short,mid,14d,1.0
2016-01-31 22:00:00,2016-02-02 14:00:00,stoch,CAD_CHF,short,mid,14d,1.0
2016-02-01 18:00:00,2016-02-02 10:00:00,ema,EUR_CAD,long,mid,14d,1.0
2016-02-01 22:00:00,2016-02-04 10:00:00,stoch,EUR_GBP,long,mid,14d,1.0
2016-02-02 02:00:00,2016-02-02 06:00:00,atr,NZD_CHF,short,limit,5d,1.0
2016-02-02 02:00:00,2016-02-03 14:00:00,stoch,CHF_JPY,long,mid,14d,-1.0
2016-02-02 06:00:00,2016-02-02 22:00:00,stoch,USD_JPY,long,mid,14d,-1.0
2016-02-02 14:00:00,2016-02-03 06:00:00,macd,NZD_USD,short,limit,5d,-1.0
2016-02-02 14:00:00,2016-02-03 14:00:00,cci,EUR_USD,short,mid,14d,-1.0
2016-02-02 14:00:00,2016-02-03 14:00:00,stoch,CHF_JPY,long,mid,14d,-1.0
2016-02-02 14:00:00,2016-02-05 10:00:00,sma,EUR_CAD,long,mid,14d,1.0
2016-02-02 18:00:00,2016-02-03 14:00:00,stoch,USD_JPY,long,mid,14d,-1.0
2016-02-02 18:00:00,2016-02-04 10:00:00,stoch,EUR_GBP,long,mid,14d,1.0
2016-02-03 02:00:00,2016-02-09 02:00:00,stoch,CHF_JPY,long,mid,14d,-1.0
2016-02-03 06:00:00,2016-02-05 14:00:00,sma,EUR_CAD,long,mid,14d,1.0
2016-02-03 10:00:00,2016-02-04 06:00:00,stoch,EUR_GBP,long,mid,14d,1.0
2016-02-03 10:00:00,2016-02-03 14:00:00,stoch,USD_JPY,long,mid,14d,-1.0
2016-02-03 10:00:00,2016-02-03 14:00:00,bb,CAD_CHF,short,mid,14d,1.0
2016-02-03 14:00:00,2016-02-04 10:00:00,stoch,CAD_CHF,short,mid,14d,-1.0
2016-02-03 18:00:00,2016-02-04 14:00:00,stoch,USD_JPY,long,mid,14d,-1.0
2016-02-03 18:00:00,2016-02-04 14:00:00,rsi,USD_JPY,long,mid,14d,-1.0
2016-02-03 22:00:00,2016-02-05 10:00:00,atr,EUR_NOK,long,limit,5d,1.0
2016-02-03 22:00:00,2016-02-04 10:00:00,cci,EUR_USD,short,mid,14d,-1.0
2016-02-03 22:00:00,2016-02-04 14:00:00,bb,CAD_CHF,short,mid,14d,1.0
2016-02-04 02:00:00,2016-02-04 18:00:00,stoch,CAD_CHF,short,mid,14d,1.0
2016-02-04 02:00:00,2016-02-05 18:00:00,cci,USD_CAD,long,mid,14d,1.0
2016-02-04 02:00:00,2016-02-04 14:00:00,cci,USD_JPY,long,mid,14d,-1.0
2016-02-04 06:00:00,2016-02-05 02:00:00,atr,NZD_CHF,short,limit,5d,1.0
2016-02-04 06:00:00,2016-02-04 18:00:00,cci,CAD_CHF,short,mid,14d,1.0
2016-02-04 14:00:00,2016-02-05 14:00:00,cci,USD_CAD,long,mid,14d,1.0
2016-02-04 14:00:00,2016-02-09 14:00:00,cci,EUR_USD,short,mid,14d,-1.0
2016-02-04 14:00:00,2016-02-08 14:00:00,bb,USD_JPY,long,mid,14d,-1.0
2016-02-04 18:00:00,2016-02-08 14:00:00,stoch,USD_JPY,long,mid,14d,-1.0
2016-02-04 22:00:00,2016-02-08 14:00:00,rsi,USD_JPY,long,mid,14d,-1.0
2016-02-05 02:00:00,2016-02-08 14:00:00,cci,USD_JPY,long,mid,14d,-1.0
2016-02-05 06:00:00,2016-02-08 14:00:00,rsi,USD_JPY,long,mid,14d,-1.0
2016-02-07 22:00:00,2016-02-08 14:00:00,rsi,USD_JPY,long,mid,14d,-1.0
2016-02-08 02:00:00,2016-02-08 10:00:00,cci,USD_JPY,long,mid,14d,-1.0
2016-02-08 10:00:00,2016-02-08 14:00:00,atr,NZD_CHF,short,limit,5d,1.0
2016-02-08 14:00:00,2016-02-09 02:00:00,bb,USD_JPY,long,mid,14d,-1.0
2016-02-08 18:00:00,2016-02-09 02:00:00,stoch,USD_JPY,long,mid,14d,-1.0
2016-02-08 18:00:00,2016-02-09 02:00:00,stoch,CHF_JPY,long,mid,14d,-1.0
2016-02-08 18:00:00,2016-02-09 02:00:00,rsi,USD_JPY,long,mid,14d,-1.0
2016-02-08 18:00:00,2016-02-09 02:00:00,cci,CHF_JPY,long,mid,14d,-1.0
2016-02-08 22:00:00,2016-02-10 14:00:00,bb,USD_JPY,long,mid,14d,-1.0
2016-02-08 22:00:00,2016-02-10 14:00:00,atr,USD_JPY,long,limit,5d,-1.0
2016-02-09 02:00:00,2016-02-10 18:00:00,stoch,USD_JPY,long,mid,14d,-1.0
2016-02-09 06:00:00,2016-02-10 14:00:00,rsi,USD_JPY,long,mid,14d,-1.0
2016-02-09 06:00:00,2016-02-09 14:00:00,cci,CHF_JPY,long,mid,14d,1.0
2016-02-09 10:00:00,2016-02-10 18:00:00,bb,USD_JPY,long,mid,14d,-1.0
2016-02-09 10:00:00,2016-02-10 18:00:00,atr,USD_JPY,long,limit,5d,-1.0
2016-02-09 14:00:00,2016-02-10 18:00:00,rsi,USD_JPY,long,mid,14d,-1.0
2016-02-09 14:00:00,2016-02-10 18:00:00,stoch,USD_JPY,long,mid,14d,-1.0
2016-02-09 18:00:00,2016-02-10 14:00:00,cci,USD_JPY,long,mid,14d,-1.0
2016-02-09 18:00:00,2016-02-10 14:00:00,cci,EUR_USD,short,mid,14d,1.0
2016-02-10 02:00:00,2016-02-10 18:00:00,rsi,USD_JPY,long,mid,14d,-1.0
2016-02-10 02:00:00,2016-02-10 18:00:00,stoch,USD_JPY,long,mid,14d,-1.0
2016-02-10 06:00:00,2016-02-10 14:00:00,cci,USD_JPY,long,mid,14d,-1.0
2016-02-10 14:00:00,2016-02-11 06:00:00,atr,EUR_NOK,long,limit,5d,1.0
2016-02-10 14:00:00,2016-02-11 06:00:00,atr,NZD_CHF,short,limit,5d,1.0
2016-02-10 18:00:00,2016-02-11 06:00:00,bb,CHF_JPY,long,mid,14d,-1.0
2016-02-10 18:00:00,2016-02-11 06:00:00,bb,USD_JPY,long,mid,14d,-1.0
2016-02-10 22:00:00,2016-02-11 06:00:00,stoch,USD_JPY,long,mid,14d,-1.0
2016-02-10 22:00:00,2016-02-11 06:00:00,stoch,CHF_JPY,long,mid,14d,-1.0
2016-02-11 02:00:00,2016-02-15 10:00:00,cci,EUR_USD,short,mid,14d,1.0
2016-02-11 06:00:00,2016-02-15 02:00:00,stoch,CHF_JPY,long,mid,14d,1.0
2016-02-11 06:00:00,2016-02-11 10:00:00,stoch,USD_JPY,long,mid,14d,1.0
2016-02-11 06:00:00,2016-02-15 02:00:00,ema,CHF_JPY,long,mid,14d,1.0
2016-02-11 10:00:00,2016-02-12 14:00:00,macd,CAD_CHF,short,limit,5d,-1.0
2016-02-11 10:00:00,2016-02-18 10:00:00,cci,CHF_JPY,long,mid,14d,-1.0
2016-02-11 10:00:00,2016-02-14 22:00:00,rsi,USD_JPY,long,mid,14d,1.0
2016-02-11 10:00:00,2016-02-18 10:00:00,rsi,CHF_JPY,long,mid,14d,-1.0
2016-02-11 14:00:00,2016-02-18 18:00:00,ema,CHF_JPY,long,mid,14d,-1.0
2016-02-11 14:00:00,2016-02-12 14:00:00,cci,USD_JPY,long,mid,14d,1.0
2016-02-11 14:00:00,2016-02-12 14:00:00,cci,EUR_USD,short,mid,14d,1.0
2016-02-11 14:00:00,2016-02-12 14:00:00,bb,USD_JPY,long,mid,14d,1.0
2016-02-11 18:00:00,2016-02-14 22:00:00,stoch,USD_JPY,long,mid,14d,1.0
2016-02-11 18:00:00,2016-02-14 22:00:00,rsi,USD_JPY,long,mid,14d,1.0
2016-02-11 18:00:00,2016-02-18 10:00:00,rsi,CHF_JPY,long,mid,14d,-1.0
2016-02-12 06:00:00,2016-02-12 14:00:00,macd,AUD_JPY,long,limit,5d,1.0
2016-02-12 10:00:00,2016-02-12 14:00:00,stoch,CAD_CHF,short,mid,14d,-1.0
2016-02-12 10:00:00,2016-02-18 10:00:00,cci,CHF_JPY,long,mid,14d,-1.0
2016-02-12 14:00:00,2016-02-23 14:00:00,stoch,EUR_GBP,long,mid,14d,1.0
2016-02-12 14:00:00,2016-02-15 14:00:00,cci,USD_JPY,long,mid,14d,1.0
2016-02-12 14:00:00,2016-02-15 10:00:00,bb,CAD_CHF,short,mid,14d,-1.0
2016-02-12 18:00:00,2016-02-15 10:00:00,stoch,CAD_CHF,short,mid,14d,-1.0
2016-02-12 18:00:00,2016-02-19 18:00:00,macd,EUR_CHF,short,limit,5d,-0.1853972408528091
2016-02-15 02:00:00,2016-02-16 02:00:00,cci,CAD_CHF,short,mid,14d,-1.0
2016-02-15 02:00:00,2016-02-22 02:00:00,macd,EUR_CHF,short,limit,5d,-0.1827538551062021
2016-02-15 02:00:00,2016-02-16 02:00:00,stoch,CAD_CHF,short,mid,14d,-1.0
2016-02-15 06:00:00,2016-02-17 06:00:00,stoch,EUR_GBP,long,mid,14d,1.0
2016-02-15 10:00:00,2016-02-16 06:00:00,bb,CAD_CHF,short,mid,14d,-1.0
2016-02-15 14:00:00,2016-02-17 14:00:00,stoch,CAD_CHF,short,mid,14d,-1.0
2016-02-15 14:00:00,2016-02-16 14:00:00,stoch,EUR_GBP,long,mid,14d,1.0
2016-02-15 22:00:00,2016-02-16 02:00:00,atr,NZD_CHF,short,limit,5d,1.0
2016-02-15 22:00:00,2016-02-16 02:00:00,macd,NZD_USD,short,limit,5d,1.0
2016-02-16 02:00:00,2016-02-16 14:00:00,stoch,CAD_CHF,short,mid,14d,1.0
2016-02-16 02:00:00,2016-02-16 14:00:00,bb,CAD_CHF,short,mid,14d,1.0
2016-02-16 06:00:00,2016-02-25 10:00:00,cci,USD_CAD,long,mid,14d,-1.0
2016-02-16 06:00:00,2016-02-17 14:00:00,cci,CAD_CHF,short,mid,14d,-1.0
2016-02-16 06:00:00,2016-02-17 06:00:00,atr,USD_JPY,long,limit,5d,-1.0
2016-02-16 10:00:00,2016-02-18 10:00:00,stoch,CHF_JPY,long,mid,14d,-1.0
2016-02-16 10:00:00,2016-02-18 10:00:00,stoch,EUR_GBP,long,mid,14d,-1.0
2016-02-16 10:00:00,2016-02-17 22:00:00,atr,EUR_NOK,long,limit,5d,-1.0
2016-02-16 18:00:00,2016-02-18 22:00:00,stoch,USD_JPY,long,mid,14d,-1.0
2016-02-16 18:00:00,2016-02-18 14:00:00,stoch,CHF_JPY,long,mid,14d,-1.0
2016-02-16 22:00:00,2016-02-23 22:00:00,macd,EUR_CHF,short,limit,5d,0.895563016060257
2016-02-17 06:00:00,2016-02-18 22:00:00,stoch,USD_JPY,long,mid,14d,-1.0
2016-02-17 10:00:00,2016-02-17 14:00:00,bb,CAD_CHF,short,mid,14d,-1.0
2016-02-17 14:00:00,2016-02-22 10:00:00,bb,EUR_CAD,long,mid,14d,-1.0
2016-02-17 14:00:00,2016-02-22 10:00:00,ema,EUR_CAD,long,mid,14d,-1.0
2016-02-17 14:00:00,2016-02-22 10:00:00,sma,EUR_CAD,long,mid,14d,-1.0
2016-02-17 14:00:00,2016-02-22 06:00:00,atr,NZD_CHF,short,limit,5d,-1.0
2016-02-17 18:00:00,2016-02-19 10:00:00,cci,CAD_CHF,short,mid,14d,1.0
2016-02-17 22:00:00,2016-02-19 10:00:00,stoch,CAD_CHF,short,mid,14d,1.0
2016-02-17 22:00:00,2016-02-18 22:00:00,cci,CHF_JPY,long,mid,14d,-1.0
2016-02-17 22:00:00,2016-02-19 10:00:00,cci,USD_CAD,long,mid,14d,1.0
2016-02-18 02:00:00,2016-02-18 22:00:00,ema,GBP_CAD,long,mid,14d,1.0
2016-02-18 02:00:00,2016-02-18 10:00:00,ema,EUR_GBP,short,mid,14d,1.0
2016-02-18 02:00:00,2016-02-18 22:00:00,stoch,CHF_JPY,long,mid,14d,-1.0
2016-02-18 02:00:00,2016-02-18 22:00:00,rsi,CHF_JPY,long,mid,14d,-1.0
2016-02-18 10:00:00,2016-02-24 10:00:00,atr,EUR_NOK,long,limit,5d,1.0
2016-02-18 10:00:00,2016-02-18 22:00:00,bb,EUR_CAD,long,mid,14d,1.0
2016-02-18 14:00:00,2016-02-19 14:00:00,stoch,CAD_CHF,short,mid,14d,1.0
2016-02-18 14:00:00,2016-02-19 14:00:00,cci,CAD_CHF,short,mid,14d,1.0
2016-02-18 14:00:00,2016-02-22 14:00:00,stoch,CHF_JPY,long,mid,14d,-1.0
2016-02-18 14:00:00,2016-02-22 06:00:00,stoch,EUR_GBP,long,mid,14d,1.0
2016-02-18 14:00:00,2016-02-19 14:00:00,atr,USD_JPY,long,limit,5d,-1.0
2016-02-18 18:00:00,2016-02-19 10:00:00,atr,NZD_CHF,short,limit,5d,1.0
2016-02-18 18:00:00,2016-02-22 18:00:00,ema,CHF_JPY,long,mid,14d,-1.0
2016-02-18 22:00:00,2016-02-22 22:00:00,bb,CHF_JPY,long,mid,14d,-1.0
2016-02-19 02:00:00,2016-02-22 18:00:00,cci,CHF_JPY,long,mid,14d,-1.0
2016-02-19 02:00:00,2016-02-23 06:00:00,rsi,USD_JPY,long,mid,14d,-1.0
2016-02-19 02:00:00,2016-02-22 18:00:00,rsi,CHF_JPY,long,mid,14d,-1.0
2016-02-19 02:00:00,2016-02-22 10:00:00,sma,EUR_CAD,long,mid,14d,-1.0
2016-02-19 02:00:00,2016-02-23 06:00:00,stoch,USD_JPY,long,mid,14d,-1.0
2016-02-19 02:00:00,2016-02-22 18:00:00,stoch,CHF_JPY,long,mid,14d,-1.0
2016-02-19 06:00:00,2016-02-22 10:00:00,macd,NZD_USD,short,limit,5d,-1.0
2016-02-19 06:00:00,2016-02-22 22:00:00,ema,CHF_JPY,long,mid,14d,-1.0
2016-02-19 06:00:00,2016-02-22 10:00:00,ema,EUR_CAD,long,mid,14d,-1.0
2016-02-19 06:00:00,2016-02-22 22:00:00,bb,CHF_JPY,long,mid,14d,-1.0
2016-02-19 10:00:00,2016-02-22 22:00:00,stoch,CHF_JPY,long,mid,14d,-1.0
2016-02-19 10:00:00,2016-02-22 22:00:00,cci,CHF_JPY,long,mid,14d,-1.0
