status,pnl_pct,days_held,symbol,score_date
success,1.522842639593902,0,MET,2026-02-13
time_loss,-1.6386112890167115,2,FHN,2026-02-13
time_loss,-0.6240992527645872,2,GSSC,2026-02-13
time_loss,-1.5891602542656424,2,EDU,2026-02-13
stopped_out,-2.9126213592232997,1,MSBI,2026-02-13
success,1.522842639593902,0,LQDT,2026-02-13
time_loss,-0.42941492216854726,2,EWI,2026-02-13
success,1.6896551724137954,2,HOMB,2026-02-13
stopped_out,-2.9126213592232997,0,FRPT,2026-02-13
success,1.522842639593902,0,MBUU,2026-02-13
time_profit,0.5776173285198638,2,BTAL,2026-02-17
stopped_out,-2.9126213592232997,2,EPU,2026-02-17
success,1.522842639593902,1,TLK,2026-02-17
success,1.5228426395939243,1,AMH,2026-02-17
stopped_out,-2.9126213592232997,1,REPX,2026-02-17
stopped_out,-2.912621359223311,0,BAP,2026-02-17
time_loss,-1.080415754923425,2,RDVY,2026-02-17
time_loss,-1.5478877781360811,2,PUK,2026-02-17
time_loss,-1.466921783498576,2,RY,2026-02-17
time_loss,-0.3172085646312328,2,PSO,2026-02-17
success,1.522842639593902,0,BK,2026-02-18
success,1.909854851031323,1,CQQQ,2026-02-18
success,1.5228426395939243,0,STZ,2026-02-18
success,1.522842639593902,2,ISRG,2026-02-18
stopped_out,-2.912621359223311,0,BMI,2026-02-18
success,1.522842639593902,0,PFG,2026-02-18
success,1.522842639593902,2,UHAL,2026-02-18
success,1.522842639593902,0,DORM,2026-02-18
success,1.522842639593902,0,AVS,2026-02-18
stopped_out,-2.912621359223311,1,ABNB,2026-02-18
time_profit,0.12581051001645527,2,AXS,2026-02-19
success,1.522842639593902,1,ZION,2026-02-19
success,1.5228426395939243,0,NCDL,2026-02-19
success,1.522842639593902,0,TGS,2026-02-19
stopped_out,-2.9126213592232997,0,EBAY,2026-02-19
success,1.522842639593902,0,CMC,2026-02-19
stopped_out,-2.9126213592232997,0,FLG,2026-02-19
stopped_out,-2.9126213592232997,0,WAL,2026-02-19
success,1.5228426395939243,0,LKQ,2026-02-19
stopped_out,-2.9126213592232997,0,MHK,2026-02-19
success,1.5228426395939243,0,CPNG,2026-02-20
stopped_out,-2.9126213592232997,1,DOW,2026-02-20
stopped_out,-2.9126213592232997,0,WB,2026-02-20
success,1.522842639593902,0,PUK,2026-02-20
success,1.5228426395939243,0,DB,2026-02-20
success,1.522842639593902,0,BBVA,2026-02-20
success,1.5228426395939243,0,SGI,2026-02-20
success,1.522842639593902,0,SE,2026-02-20
success,1.522842639593902,0,UBS,2026-02-20
success,1.522842639593902,0,GFL,2026-02-20
success,1.522842639593902,2,ALNY,2026-02-23
time_loss,-1.93042821941527,2,CSWC,2026-02-23
success,1.522842639593902,0,FRPT,2026-02-23
success,1.522842639593902,0,AORT,2026-02-23
success,1.5228426395939243,0,BMRC,2026-02-23
time_loss,-1.0421601136901937,2,DIS,2026-02-23
success,1.522842639593902,0,LLYVA,2026-02-23
stopped_out,-2.9126213592232997,1,KRC,2026-02-23
success,1.5228426395939243,0,CNX,2026-02-23
success,1.522842639593902,0,AXSM,2026-02-23
time_profit,0.16882386043894915,2,MFC,2026-02-24
stopped_out,-2.912621359223311,2,ATO,2026-02-24
success,1.5228426395939243,0,CWT,2026-02-24
time_profit,0.10840108401084514,2,HR,2026-02-24
success,1.5228426395939243,2,FDUS,2026-02-24
stopped_out,-2.912621359223311,0,UTHR,2026-02-24
success,1.522842639593902,0,FIZZ,2026-02-24
success,1.522842639593902,0,ZBH,2026-02-24
success,1.5228426395939243,2,HRZN,2026-02-24
time_loss,-1.2329995516365266,2,AEP,2026-02-24
success,1.522842639593902,0,GDEN,2026-02-25
success,2.6164462334675065,2,MFC,2026-02-25
time_loss,-0.7721046077210358,2,WTRG,2026-02-25
success,1.522842639593902,0,AMSF,2026-02-25
success,1.522842639593902,2,EIC,2026-02-25
time_loss,-0.2015399720944555,2,SYK,2026-02-25
time_loss,-1.5201586252478472,2,CWT,2026-02-25
success,1.522842639593902,0,OGE,2026-02-25
time_loss,0.0,2,OLK,2026-02-25
time_loss,-0.6860761720468012,2,GUG,2026-02-25
success,1.7543859649122862,1,LADR,2026-02-26
success,1.522842639593902,0,TVA,2026-02-26
time_loss,-0.3829787234042592,2,CWAN,2026-02-26
success,1.5228426395939243,2,ECAT,2026-02-26
time_loss,-0.050119032702677924,2,CSGS,2026-02-26
time_loss,0.0,2,DENN,2026-02-26
time_loss,-0.09615384615384581,2,ETHM,2026-02-26
time_profit,0.2921129503408171,2,CGCT,2026-02-26
time_loss,-0.09673986649899602,2,EXAS,2026-02-26
time_loss,0.0,2,AHL,2026-02-26
time_loss,-0.24087455994069584,2,BHFAP,2026-02-27
time_profit,0.3589375448671994,2,WDI,2026-02-27
time_loss,-0.2178649237472685,2,FTHY,2026-02-27
success,1.5228426395939243,1,AIZN,2026-02-27
time_loss,-1.8853026273959461,2,AGO,2026-02-27
time_profit,0.8863819500402936,2,MHLA,2026-02-27
success,1.522842639593902,1,HWCPZ,2026-02-27
success,1.5228426395939243,1,IRT,2026-02-27
time_loss,-0.7336538938184645,2,EA,2026-02-27
success,1.522842639593902,1,AFL,2026-02-27
success,1.522842639593902,2,FMS,2026-03-06
success,1.804123711340222,1,AFBI,2026-03-06
success,1.522842639593902,0,RLI,2026-03-06
success,1.522842639593902,0,ORC,2026-03-06
stopped_out,-2.9126213592232997,1,WBS,2026-03-06
success,1.522842639593902,0,FRPH,2026-03-06
time_profit,0.39215686274509665,2,SVAC,2026-03-06
stopped_out,-2.9126213592232997,1,RY,2026-03-06
stopped_out,-2.9126213592232997,0,ABT,2026-03-06
success,1.522842639593902,1,WCN,2026-03-06
time_profit,0.18214936247722413,2,CMSA,2026-03-09
success,1.5228426395939243,2,BNS,2026-03-09
time_loss,0.0,2,UZE,2026-03-09
time_loss,-0.29644268774703386,2,NEWTI,2026-03-09
success,1.522842639593902,2,BHFAL,2026-03-09
success,1.522842639593902,1,GGG,2026-03-09
stopped_out,-2.9126213592232997,2,AM,2026-03-09
success,1.522842639593902,1,MGEE,2026-03-09
success,1.5228426395939243,1,HIG,2026-03-09
success,1.8169112508735097,1,VOD,2026-03-09
success,1.522842639593902,2,MLP,2026-03-10
success,1.522842639593902,2,BHFAP,2026-03-10
success,1.522842639593902,2,PFH,2026-03-10
time_loss,-0.1547987616099089,2,RFMZ,2026-03-10
success,1.522842639593902,0,MGEE,2026-03-10
success,1.5228426395939243,2,SOJE,2026-03-10
success,1.522842639593902,2,DTW,2026-03-10
success,1.5228426395939243,0,MTG,2026-03-10
time_profit,1.001767825574551,2,DTG,2026-03-10
time_loss,-0.48076923076922906,2,TSN,2026-03-10
stopped_out,-2.912621359223311,0,BKH,2026-03-11
success,1.522842639593902,0,AAPL,2026-03-11
time_loss,-0.25747389500785367,2,GL,2026-03-11
time_loss,-2.234064357450294,2,ATLCP,2026-03-11
time_profit,0.579080343607874,2,GOODO,2026-03-11
time_profit,0.778744846541457,2,CMSA,2026-03-11
stopped_out,-2.9126213592232997,1,IRT,2026-03-11
time_loss,-0.8095594658679484,2,EG,2026-03-11
success,1.522842639593902,1,EFC,2026-03-11
time_loss,-0.052438384897757206,2,PTA,2026-03-11
success,1.522842639593902,0,SAR,2026-03-12
success,1.522842639593902,0,SPG,2026-03-12
success,1.522842639593902,0,MSFT,2026-03-12
time_profit,0.14316392269149159,2,GL,2026-03-12
success,1.5228426395939243,0,AVB,2026-03-12
time_loss,-0.15600624024960652,2,NMAI,2026-03-12
time_loss,-0.8604206500956169,2,MGR,2026-03-12
success,1.522842639593902,0,TRNO,2026-03-12
success,1.522842639593902,1,CSWC,2026-03-12
success,1.5228426395939243,0,UZE,2026-03-12
time_profit,0.3449975357318946,2,TGNA,2026-03-13
time_profit,1.4413177762525597,2,UMH,2026-03-13
success,2.821563682219419,2,UL,2026-03-13
success,1.522842639593902,0,YORW,2026-03-13
time_loss,-0.4766949152542388,2,BXMT,2026-03-13
success,1.522842639593902,2,ORI,2026-03-13
time_profit,0.9124087591240837,2,NLY,2026-03-13
success,1.5228426395939243,2,AZN,2026-03-13
time_profit,0.6185567010309256,2,ATLCP,2026-03-13
success,1.6181229773462924,2,SOJC,2026-03-13
success,1.522842639593902,1,AIG,2026-03-16
success,1.522842639593902,0,GUG,2026-03-16
success,1.522842639593902,1,BHF,2026-03-16
success,1.5228426395939243,1,BMEZ,2026-03-16
success,1.522842639593902,1,MAA,2026-03-16
stopped_out,-2.912621359223311,0,SAR,2026-03-16
time_loss,-0.1879699248120481,2,POLE,2026-03-16
time_profit,0.6055712555510739,2,AGNCP,2026-03-16
time_profit,0.7311129163281915,2,AGNCM,2026-03-16
time_profit,0.1083926912356814,2,AL,2026-03-16
stopped_out,-3.8774233896185173,1,HDL,2026-03-17
success,1.522842639593902,1,UZF,2026-03-17
success,1.522842639593902,1,UZE,2026-03-17
success,1.522842639593902,0,MLP,2026-03-17
success,1.5228426395939243,2,TBB,2026-03-17
time_profit,0.8823529411764675,2,OXLCL,2026-03-17
time_profit,0.2527379949452291,2,BHF,2026-03-17
success,1.522842639593902,2,SFB,2026-03-17
success,1.5228426395939243,2,EAI,2026-03-17
success,1.522842639593902,1,UZD,2026-03-17
success,1.522842639593902,1,ESS,2026-03-18
success,1.522842639593902,2,PG,2026-03-18
time_loss,-1.21363258520365,2,BHF,2026-03-18
success,1.522842639593902,1,MSFT,2026-03-18
success,1.522842639593902,0,ACGL,2026-03-18
time_loss,0.0,2,HCXY,2026-03-18
success,1.5228426395939243,1,UDR,2026-03-18
time_profit,1.1333333333333417,2,GUG,2026-03-18
time_loss,-1.2285012285012331,2,SNY,2026-03-18
success,1.522842639593902,0,MCD,2026-03-18
time_loss,-0.7667473769168764,2,AIG,2026-03-19
time_profit,0.7527504342790925,2,SOJE,2026-03-19
success,1.5228426395939243,0,CPT,2026-03-19
success,1.5228426395939243,0,NMAI,2026-03-19
stopped_out,-2.9126213592232997,2,UNP,2026-03-19
success,1.522842639593902,0,AMH,2026-03-19
time_loss,-1.5474078454563278,2,AXS,2026-03-19
time_profit,0.03892565200467324,2,UVV,2026-03-19
success,1.5228426395939243,0,NTES,2026-03-19
time_loss,0.0,0,TGNA,2026-03-19
success,1.8008185538881394,1,PECO,2026-03-20
success,1.522842639593902,0,FCPT,2026-03-20
time_loss,-1.0813352139163124,2,BATRK,2026-03-20
success,1.6091205987277757,2,FRMEP,2026-03-20
time_loss,0.0,2,SEMR,2026-03-20
time_loss,-0.520833333333337,2,NTB,2026-03-20
time_loss,-0.2896684905053126,2,AAUC,2026-03-20
time_loss,-1.6837041491280624,2,WAFDP,2026-03-20
success,1.522842639593902,0,NTST,2026-03-20
time_loss,-0.9538950715421213,2,GBDC,2026-03-20
time_profit,0.49051383399207893,2,AGNCN,2026-03-23
success,1.5228426395939243,2,RFMZ,2026-03-23
time_profit,0.7142857142857117,2,SOJC,2026-03-23
stopped_out,-4.818523153942422,1,BHFAP,2026-03-23
time_loss,-0.40114613180516345,2,MAA,2026-03-23
time_loss,-0.8016645248148824,2,AVB,2026-03-23
success,1.522842639593902,1,WRB,2026-03-23
success,1.522842639593902,2,EPRT,2026-03-23
time_loss,-0.3845016267376544,2,WPC,2026-03-23
time_loss,-0.7731958762886681,2,VICI,2026-03-23
success,1.522842639593902,0,ELS,2026-03-24
time_loss,-0.2754188661923229,2,MDT,2026-03-24
time_profit,0.10204081632652073,2,HLN,2026-03-24
success,1.522842639593902,0,ESNT,2026-03-24
time_profit,0.5590496156533842,2,UMH,2026-03-24
time_profit,0.8307139649752937,2,OHI,2026-03-24
success,1.5228426395939243,0,EPRT,2026-03-24
success,1.6322224290945098,1,RY,2026-03-24
stopped_out,-4.05913629879392,1,WLYB,2026-03-24
success,1.5228426395939243,1,BNS,2026-03-24
time_loss,-0.7927375015982507,2,CINF,2026-03-25
stopped_out,-2.9126213592232997,0,COP,2026-03-25
time_loss,-2.0510052624477026,2,SAFT,2026-03-25
stopped_out,-2.912621359223311,1,UGI,2026-03-25
time_loss,-1.4115092290988174,2,JSM,2026-03-25
time_loss,-0.7903780068728494,2,ESNT,2026-03-25
success,1.522842639593902,1,STEW,2026-03-25
stopped_out,-2.912621359223311,2,O,2026-03-25
time_loss,-0.03088326127240748,2,AL,2026-03-25
time_loss,-0.18939393939395588,2,ALDF,2026-03-25
stopped_out,-2.9126213592232997,2,WDI,2026-03-26
time_loss,-0.3681885125184192,2,ECAT,2026-03-26
time_profit,0.9519038076152286,2,BHF,2026-03-26
success,1.522842639593902,2,ACGLO,2026-03-26
success,1.5228426395939243,0,HYAC,2026-03-26
success,1.522842639593902,2,DTW,2026-03-26
success,1.522842639593902,0,FTHY,2026-03-26
success,1.5228426395939243,1,RY,2026-03-26
stopped_out,-2.9126213592232997,2,JSM,2026-03-26
success,1.522842639593902,0,BCAT,2026-03-26
stopped_out,-2.9126213592232997,1,WDI,2026-03-27
success,1.7041996348143629,1,DTB,2026-03-27
success,1.522842639593902,0,BCAT,2026-03-27
stopped_out,-2.9126213592232997,2,RY,2026-03-27
success,2.1560574948665145,2,AIZN,2026-03-27
time_loss,-0.5453129057387707,2,AIRTP,2026-03-27
time_loss,-0.9229957805907185,2,ADC,2026-03-27
time_loss,-0.5552751135790013,2,UZD,2026-03-27
success,1.522842639593902,0,TBB,2026-03-27
time_loss,0.0,2,FERA,2026-03-27
time_loss,-0.18226002430133947,2,DTB,2026-03-30
time_loss,-0.04672897196260628,2,TBB,2026-03-30
success,1.8036912751677736,1,AGNCP,2026-03-30
stopped_out,-2.9126213592232997,1,STEW,2026-03-30
success,1.522842639593902,0,WDI,2026-03-30
time_profit,0.4453820909517292,2,CMSA,2026-03-30
time_loss,-0.37037037037037646,2,ALF,2026-03-30
time_loss,-0.09699321047526022,2,FERA,2026-03-30
time_loss,0.0,2,HOLX,2026-03-30
time_loss,-0.4595588235294157,2,GPAT,2026-03-30
time_loss,-1.20264582080577,2,ACGLN,2026-03-31
time_loss,-0.07923930269413404,2,FITBI,2026-03-31
stopped_out,-2.912621359223311,1,BHFAL,2026-03-31
time_loss,-0.8607594936708929,2,ACGLO,2026-03-31
time_loss,-1.0796915167095134,2,SFB,2026-03-31
time_profit,0.06920415224913601,2,FOLD,2026-03-31
time_loss,-0.046948356807519076,2,GIG,2026-03-31
time_loss,0.0,2,FRGE,2026-03-31
time_loss,-0.09216589861751334,2,GPAT,2026-03-31
time_loss,0.0,2,GOGL,2026-03-31
time_loss,0.0,2,CMSA,2026-04-01
stopped_out,-2.9126213592232997,2,FMS,2026-04-01
time_profit,0.38643194504079936,2,OXLCO,2026-04-01
time_loss,-0.9387078961899387,2,JSM,2026-04-01
time_loss,0.0,2,GATE,2026-04-01
time_loss,-0.2775574940523384,2,FITBI,2026-04-01
time_profit,0.19398642095052043,2,FERA,2026-04-01
time_loss,-0.1407789770060841,2,GIG,2026-04-01
time_loss,-0.8190618019359608,2,FTHY,2026-04-01
time_loss,-0.12966804979254176,2,AIRTP,2026-04-01
time_loss,-1.6042780748663055,2,DTG,2026-04-02
time_loss,-0.7259528130671433,2,WBD,2026-04-02
time_loss,-0.05337603416064596,2,SLMBP,2026-04-02
time_loss,-2.179613241560152,2,BHF,2026-04-02
time_loss,-0.2538071065989911,2,GOODO,2026-04-02
time_loss,-2.426636568848761,2,STEW,2026-04-02
stopped_out,-3.447665151425694,2,RY,2026-04-02
time_loss,-1.8275271273557991,2,SOJE,2026-04-02
time_loss,-0.13831258644537714,2,FOLD,2026-04-02
time_loss,0.0,2,FRMEP,2026-04-02
